audit_date,data_as_of_date,live_verified_at,article_id,current_url,normalized_url,title,source_file,source_of_truth,tracked_in_git,content_source_type,build_managed,deployment_only,live_status,live_final_url,canonical_live,canonical_local,indexability_live,x_robots_tag,robots_meta,robots_txt_allowed,sitemap_status,internal_link_status,blog_index_status,metadata_registry_status,article_cluster,primary_intent,primary_query_family,secondary_query_family,query_family_evidence,product_cluster,recent_gsc_source,recent_clicks,recent_impressions,recent_ctr,recent_position,long_gsc_source,long_clicks,long_impressions,long_ctr,long_position,page_query_data_available,seo_opportunity_score,available_weight_percentage,seo_score_confidence,hypothesis_sales_potential,sales_evidence_type,sales_confidence,lifecycle_status,compliance_gate,seo_action,sales_action,cannibalization_cluster,cannibalization_confidence,proposed_winner,redirect_candidate_destination,backlink_data_available,retirement_confidence,stale_commercial_issue,commercial_value_type,current_blog_to_product_funnel,content_quality_flags,structured_data_status,structured_data_errors,priority,last_major_change_date,lock_status,next_review_date,manual_review_required,notes
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,chemist-warehouse-greens-vs-moringa-powder-2026,https://nutrithrive.com.au/blog/chemist-warehouse-greens-vs-moringa-powder-2026,https://nutrithrive.com.au/blog/chemist-warehouse-greens-vs-moringa-powder-2026,"Chemist Warehouse Greens vs $11 Moringa, Australia",site/blog/chemist-warehouse-greens-vs-moringa-powder-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/chemist-warehouse-greens-vs-moringa-powder-2026,https://nutrithrive.com.au/blog/chemist-warehouse-greens-vs-moringa-powder-2026,https://nutrithrive.com.au/blog/chemist-warehouse-greens-vs-moringa-powder-2026,YES,,"index, follow",YES,PRESENT,12 incoming internal links,PRESENT,PRESENT,MORINGA,COMPARISON,"Chemist Warehouse Greens vs $11 Moringa, Australia",DATA UNAVAILABLE,URL_TITLE_INFERENCE,MORINGA,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,3.8,45%,LOW,7.6,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,CLEAR,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,NO,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,chronic-fatigue-what-actually-fixed-it-2026,https://nutrithrive.com.au/blog/chronic-fatigue-what-actually-fixed-it-2026,https://nutrithrive.com.au/blog/chronic-fatigue-what-actually-fixed-it-2026,Chronic Fatigue: What Actually Fixed It,site/blog/chronic-fatigue-what-actually-fixed-it-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/chronic-fatigue-what-actually-fixed-it-2026,https://nutrithrive.com.au/blog/chronic-fatigue-what-actually-fixed-it-2026,https://nutrithrive.com.au/blog/chronic-fatigue-what-actually-fixed-it-2026,YES,,"index, follow",YES,PRESENT,8 incoming internal links,PRESENT,PRESENT,NONE,BROAD_WEAK_ALIGNMENT,Chronic Fatigue: What Actually Fixed It,DATA UNAVAILABLE,URL_TITLE_INFERENCE,NONE,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,2.2,45%,LOW,4.2,INTENT_HYPOTHESIS_ONLY,LOW,LOW_PRIORITY,REVIEW_REQUIRED,No active work,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P3,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,cold-brew-darjeeling-australian-spring-2026,https://nutrithrive.com.au/blog/cold-brew-darjeeling-australian-spring-2026,https://nutrithrive.com.au/blog/cold-brew-darjeeling-australian-spring-2026,Cold-Brew Darjeeling Tea for Australian Spring 2026,site/blog/cold-brew-darjeeling-australian-spring-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/cold-brew-darjeeling-australian-spring-2026,https://nutrithrive.com.au/blog/cold-brew-darjeeling-australian-spring-2026,https://nutrithrive.com.au/blog/cold-brew-darjeeling-australian-spring-2026,YES,,"index, follow",YES,PRESENT,14 incoming internal links,PRESENT,PRESENT,DARJEELING,COMPARISON,Cold-Brew Darjeeling Tea for Australian Spring 2026,DATA UNAVAILABLE,URL_TITLE_INFERENCE,DARJEELING,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,3.6,45%,LOW,7.4,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,"The Cortisol Cocktail Trend, Explained",site/blog/cortisol-cocktail-trend-explained-moringa-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,YES,,"index, follow",YES,PRESENT,10 incoming internal links,PRESENT,PRESENT,MORINGA,COMPARISON,"The Cortisol Cocktail Trend, Explained",DATA UNAVAILABLE,URL_TITLE_INFERENCE,MORINGA,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,3.0,0.0,1.67,DATA UNAVAILABLE,,,,,NO,5.8,65%,MEDIUM,7.2,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-dahl-recipe-30-minutes-australia-2026,https://nutrithrive.com.au/blog/curry-leaves-dahl-recipe-30-minutes-australia-2026,https://nutrithrive.com.au/blog/curry-leaves-dahl-recipe-30-minutes-australia-2026,30-Minute Curry Leaf Dal Recipe,site/blog/curry-leaves-dahl-recipe-30-minutes-australia-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-dahl-recipe-30-minutes-australia-2026,https://nutrithrive.com.au/blog/curry-leaves-dahl-recipe-30-minutes-australia-2026,https://nutrithrive.com.au/blog/curry-leaves-dahl-recipe-30-minutes-australia-2026,YES,,"index, follow",YES,PRESENT,13 incoming internal links,PRESENT,PRESENT,CURRY,PROBLEM_SOLVING,30-Minute Curry Leaf Dal Recipe,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,3.6,45%,LOW,7.4,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-health-benefits-what-the-evidence-says-2026,https://nutrithrive.com.au/blog/curry-leaves-health-benefits-what-the-evidence-says-2026,https://nutrithrive.com.au/blog/curry-leaves-health-benefits-what-the-evidence-says-2026,Curry Leaves Health Benefits: The Evidence,site/blog/curry-leaves-health-benefits-what-the-evidence-says-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-health-benefits-what-the-evidence-says-2026,https://nutrithrive.com.au/blog/curry-leaves-health-benefits-what-the-evidence-says-2026,https://nutrithrive.com.au/blog/curry-leaves-health-benefits-what-the-evidence-says-2026,YES,,"index, follow",YES,PRESENT,18 incoming internal links,PRESENT,PRESENT,CURRY,COMPARISON,Curry Leaves Health Benefits: The Evidence,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,DATA UNAVAILABLE,,,,,nutrithrive.com.au-Performance-on-Search-2026-09-08 (1).xlsx (12-month commercial-filtered view),0.0,3.0,0.0,8.0,NO,7.4,65%,MEDIUM,7.2,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-heart-health-cholesterol-evidence-2026,https://nutrithrive.com.au/blog/curry-leaves-heart-health-cholesterol-evidence-2026,https://nutrithrive.com.au/blog/curry-leaves-heart-health-cholesterol-evidence-2026,Curry Leaves for Heart Health and Cholesterol.,site/blog/curry-leaves-heart-health-cholesterol-evidence-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-heart-health-cholesterol-evidence-2026,https://nutrithrive.com.au/blog/curry-leaves-heart-health-cholesterol-evidence-2026,https://nutrithrive.com.au/blog/curry-leaves-heart-health-cholesterol-evidence-2026,YES,,"index, follow",YES,PRESENT,9 incoming internal links,PRESENT,PRESENT,CURRY,INFORMATIONAL,Curry Leaves for Heart Health and Cholesterol.,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,4.0,0.0,17.75,DATA UNAVAILABLE,,,,,NO,6.4,65%,MEDIUM,7.0,INTENT_HYPOTHESIS_ONLY,LOW,LOW_PRIORITY,BLOCKED_PENDING_REVIEW,No active work,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P3,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-in-australian-cooking-how-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-in-australian-cooking-how-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-in-australian-cooking-how-to-use-2026,Curry Leaves in Australian Cooking | NutriThrive,site/blog/curry-leaves-in-australian-cooking-how-to-use-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-in-australian-cooking-how-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-in-australian-cooking-how-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-in-australian-cooking-how-to-use-2026,YES,,"index, follow",YES,PRESENT,12 incoming internal links,PRESENT,PRESENT,CURRY,COMMERCIAL_RESEARCH,Curry Leaves in Australian Cooking | NutriThrive,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,3.8,45%,LOW,7.6,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,CLEAR,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,NO,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-recipes-beyond-dal,https://nutrithrive.com.au/blog/curry-leaves-recipes-beyond-dal,https://nutrithrive.com.au/blog/curry-leaves-recipes-beyond-dal,5 Curry Leaf Recipes Beyond Dal,site/blog/curry-leaves-recipes-beyond-dal.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-recipes-beyond-dal,https://nutrithrive.com.au/blog/curry-leaves-recipes-beyond-dal,https://nutrithrive.com.au/blog/curry-leaves-recipes-beyond-dal,YES,,"index, follow",YES,PRESENT,8 incoming internal links,PRESENT,PRESENT,CURRY,COMPARISON,5 Curry Leaf Recipes Beyond Dal,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,4.0,0.0,9.25,DATA UNAVAILABLE,,,,,NO,7.7,65%,MEDIUM,7.4,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,CLEAR,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,NO,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-substitute-what-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-substitute-what-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-substitute-what-to-use-2026,Curry Leaf Substitute: 7 Best Swaps for Australian Kitchens,site/blog/curry-leaves-substitute-what-to-use-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-substitute-what-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-substitute-what-to-use-2026,https://nutrithrive.com.au/blog/curry-leaves-substitute-what-to-use-2026,YES,,"index, follow",YES,PRESENT,14 incoming internal links,PRESENT,PRESENT,CURRY,COMPARISON,Curry Leaf Substitute: 7 Best Swaps for Australian Kitchens,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,93.0,0.0,10.67,nutrithrive.com.au-Performance-on-Search-2026-09-08 (1).xlsx (12-month commercial-filtered view),0.0,95.0,0.0,11.07,NO,7.8,65%,MEDIUM,8.0,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,CLEAR,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,NO,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-tea-how-to-make-benefits-2026,https://nutrithrive.com.au/blog/curry-leaves-tea-how-to-make-benefits-2026,https://nutrithrive.com.au/blog/curry-leaves-tea-how-to-make-benefits-2026,How to Make Curry Leaf Tea (Dried Leaves) | Australia,site/blog/curry-leaves-tea-how-to-make-benefits-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-tea-how-to-make-benefits-2026,https://nutrithrive.com.au/blog/curry-leaves-tea-how-to-make-benefits-2026,https://nutrithrive.com.au/blog/curry-leaves-tea-how-to-make-benefits-2026,YES,,"index, follow",YES,PRESENT,9 incoming internal links,PRESENT,PRESENT,CURRY,PROBLEM_SOLVING,How to Make Curry Leaf Tea (Dried Leaves) | Australia,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,1.0,0.0,8.0,DATA UNAVAILABLE,,,,,NO,7.2,65%,MEDIUM,7.0,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,curry-leaves-vs-curry-powder-difference-explained-2026,https://nutrithrive.com.au/blog/curry-leaves-vs-curry-powder-difference-explained-2026,https://nutrithrive.com.au/blog/curry-leaves-vs-curry-powder-difference-explained-2026,Curry Leaves vs Curry Powder: Not the Same,site/blog/curry-leaves-vs-curry-powder-difference-explained-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/curry-leaves-vs-curry-powder-difference-explained-2026,https://nutrithrive.com.au/blog/curry-leaves-vs-curry-powder-difference-explained-2026,https://nutrithrive.com.au/blog/curry-leaves-vs-curry-powder-difference-explained-2026,YES,,"index, follow",YES,PRESENT,10 incoming internal links,PRESENT,PRESENT,CURRY,COMPARISON,Curry Leaves vs Curry Powder: Not the Same,DATA UNAVAILABLE,URL_TITLE_INFERENCE,CURRY,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,9.0,0.0,9.78,nutrithrive.com.au-Performance-on-Search-2026-09-08 (1).xlsx (12-month commercial-filtered view),0.0,39.0,0.0,15.69,NO,7.6,65%,MEDIUM,7.8,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,CLEAR,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,NO,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,cystic-acne-gut-healing-what-actually-cleared-skin-2026,https://nutrithrive.com.au/blog/cystic-acne-gut-healing-what-actually-cleared-skin-2026,https://nutrithrive.com.au/blog/cystic-acne-gut-healing-what-actually-cleared-skin-2026,Cystic Acne and Gut Health: My Experience,site/blog/cystic-acne-gut-healing-what-actually-cleared-skin-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/cystic-acne-gut-healing-what-actually-cleared-skin-2026,https://nutrithrive.com.au/blog/cystic-acne-gut-healing-what-actually-cleared-skin-2026,https://nutrithrive.com.au/blog/cystic-acne-gut-healing-what-actually-cleared-skin-2026,YES,,"index, follow",YES,PRESENT,6 incoming internal links,PRESENT,PRESENT,GENERAL,BROAD_WEAK_ALIGNMENT,Cystic Acne and Gut Health: My Experience,DATA UNAVAILABLE,URL_TITLE_INFERENCE,GENERAL,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,2.0,45%,LOW,4.0,INTENT_HYPOTHESIS_ONLY,LOW,LOW_PRIORITY,BLOCKED_PENDING_REVIEW,No active work,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P3,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,darjeeling-black-tea-australia-first-flush-second-flush-guide-2026,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-first-flush-second-flush-guide-2026,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-first-flush-second-flush-guide-2026,First Flush vs Second Flush Darjeeling Tea,site/blog/darjeeling-black-tea-australia-first-flush-second-flush-guide-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-first-flush-second-flush-guide-2026,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-first-flush-second-flush-guide-2026,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-first-flush-second-flush-guide-2026,YES,,"index, follow",YES,PRESENT,21 incoming internal links,PRESENT,PRESENT,DARJEELING,COMPARISON,First Flush vs Second Flush Darjeeling Tea,DATA UNAVAILABLE,URL_TITLE_INFERENCE,DARJEELING,DATA UNAVAILABLE,,,,,nutrithrive.com.au-Performance-on-Search-2026-09-08 (1).xlsx (12-month commercial-filtered view),0.0,6.0,0.0,12.83,NO,6.8,65%,MEDIUM,7.1,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,BLOCKED_PENDING_REVIEW,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,darjeeling-black-tea-australia-guide,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-guide,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-guide,Darjeeling Black Tea Australia: Buying & Brewing Guide,site/blog/darjeeling-black-tea-australia-guide.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-guide,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-guide,https://nutrithrive.com.au/blog/darjeeling-black-tea-australia-guide,YES,,"index, follow",YES,PRESENT,3 incoming internal links,PRESENT,PRESENT,DARJEELING,COMPARISON,Darjeeling Black Tea Australia: Buying & Brewing Guide,DATA UNAVAILABLE,URL_TITLE_INFERENCE,DARJEELING,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,3.8,45%,LOW,7.6,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,CLEAR,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,NO,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,darjeeling-chai-latte-recipe-winter-coffee-alternative-2026,https://nutrithrive.com.au/blog/darjeeling-chai-latte-recipe-winter-coffee-alternative-2026,https://nutrithrive.com.au/blog/darjeeling-chai-latte-recipe-winter-coffee-alternative-2026,Darjeeling Chai Latte (Winter Coffee Alternative),site/blog/darjeeling-chai-latte-recipe-winter-coffee-alternative-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/darjeeling-chai-latte-recipe-winter-coffee-alternative-2026,https://nutrithrive.com.au/blog/darjeeling-chai-latte-recipe-winter-coffee-alternative-2026,https://nutrithrive.com.au/blog/darjeeling-chai-latte-recipe-winter-coffee-alternative-2026,YES,,"index, follow",YES,PRESENT,10 incoming internal links,PRESENT,PRESENT,DARJEELING,COMPARISON,Darjeeling Chai Latte (Winter Coffee Alternative),DATA UNAVAILABLE,URL_TITLE_INFERENCE,DARJEELING,DATA UNAVAILABLE,,,,,DATA UNAVAILABLE,,,,,NO,3.6,45%,LOW,7.4,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,darjeeling-tea-coffee-replacement-honest-assessment-2026,https://nutrithrive.com.au/blog/darjeeling-tea-coffee-replacement-honest-assessment-2026,https://nutrithrive.com.au/blog/darjeeling-tea-coffee-replacement-honest-assessment-2026,Can Darjeeling Tea Replace Your Coffee?,site/blog/darjeeling-tea-coffee-replacement-honest-assessment-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/darjeeling-tea-coffee-replacement-honest-assessment-2026,https://nutrithrive.com.au/blog/darjeeling-tea-coffee-replacement-honest-assessment-2026,https://nutrithrive.com.au/blog/darjeeling-tea-coffee-replacement-honest-assessment-2026,YES,,"index, follow",YES,PRESENT,4 incoming internal links,PRESENT,PRESENT,DARJEELING,COMPARISON,Can Darjeeling Tea Replace Your Coffee?,DATA UNAVAILABLE,URL_TITLE_INFERENCE,DARJEELING,DATA UNAVAILABLE,,,,,nutrithrive.com.au-Performance-on-Search-2026-09-08 (1).xlsx (12-month commercial-filtered view),0.0,1.0,0.0,19.0,NO,6.6,65%,MEDIUM,7.0,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
2026-09-15,2026-09-08 (latest available file),2026-09-15T10:39:50+00:00,darjeeling-tea-health-benefits-research-2026,https://nutrithrive.com.au/blog/darjeeling-tea-health-benefits-research-2026,https://nutrithrive.com.au/blog/darjeeling-tea-health-benefits-research-2026,Darjeeling Tea Health Benefits: The Research,site/blog/darjeeling-tea-health-benefits-research-2026.html,tracked_content,YES,tracked HTML content,YES,NO,200,https://nutrithrive.com.au/blog/darjeeling-tea-health-benefits-research-2026,https://nutrithrive.com.au/blog/darjeeling-tea-health-benefits-research-2026,https://nutrithrive.com.au/blog/darjeeling-tea-health-benefits-research-2026,YES,,"index, follow",YES,PRESENT,13 incoming internal links,PRESENT,PRESENT,DARJEELING,COMPARISON,Darjeeling Tea Health Benefits: The Research,DATA UNAVAILABLE,URL_TITLE_INFERENCE,DARJEELING,nutrithrive.com.au-Performance-on-Search-2026-09-08.xlsx (3-month question-filtered view),0.0,9.0,0.0,45.78,DATA UNAVAILABLE,,,,,NO,6.1,65%,MEDIUM,7.4,INTENT_HYPOTHESIS_ONLY,LOW,IMPROVE,REVIEW_REQUIRED,MEASURE current implementation; review after lock,Measure blog_product_click and downstream GA4 events,,INSUFFICIENT_DATA,,,NO,INSUFFICIENT_BACKLINK_DATA,,,GOOD,,PRESENT,,P2,UNKNOWN,MEASURING,2026-10-13,YES,GSC metrics are filtered views and must not be treated as total page traffic.
