source_url,configured_destination,configured_status,source_rule_line,crawl_attempted,crawl_timestamp,crawl_result,crawl_error,HTTP_status,redirect_hops,redirect_chain,final_URL,final_status,canonical_live,robots_meta,x_robots_tag,robots_txt_allowed,sitemap_present,internal_link_usage,source_local_state,live_local_discrepancy,notes
https://nutrithrive.com.au/blog/plant-based-functional-foods-australia-wellness-nutrithrive-2026.html,https://nutrithrive.com.au/404.html,410,84,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/plant-based-functional-foods-australia-wellness-nutrithrive-2026.html,https://nutrithrive.com.au/blog/plant-based-functional-foods-australia-wellness-nutrithrive-2026.html,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/plant-based-functional-foods-australia-wellness-nutrithrive-2026,https://nutrithrive.com.au/404.html,410,85,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/plant-based-functional-foods-australia-wellness-nutrithrive-2026,https://nutrithrive.com.au/blog/plant-based-functional-foods-australia-wellness-nutrithrive-2026,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-melbourne-complete-guide-2026.html,https://nutrithrive.com.au/404.html,410,88,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/moringa-melbourne-complete-guide-2026.html,https://nutrithrive.com.au/blog/moringa-melbourne-complete-guide-2026.html,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-melbourne-complete-guide-2026,https://nutrithrive.com.au/404.html,410,89,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/moringa-melbourne-complete-guide-2026,https://nutrithrive.com.au/blog/moringa-melbourne-complete-guide-2026,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/nutrithrive-delivers-across-victoria-is-your-town-eligible-hint-yes,https://nutrithrive.com.au/shipping,301,92,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/nutrithrive-delivers-across-victoria-is-your-town-eligible-hint-yes -> 200:https://nutrithrive.com.au/shipping,https://nutrithrive.com.au/shipping,200,https://nutrithrive.com.au/shipping,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/nutrithrive-delivers-across-victoria-is-your-town-eligible-hint-yes.html,https://nutrithrive.com.au/shipping,301,93,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/nutrithrive-delivers-across-victoria-is-your-town-eligible-hint-yes.html -> 200:https://nutrithrive.com.au/shipping,https://nutrithrive.com.au/shipping,200,https://nutrithrive.com.au/shipping,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/what-does-moringa-do-for-your-body-complete-guide-2026.html,https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,301,96,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/what-does-moringa-do-for-your-body-complete-guide-2026.html -> 200:https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,200,https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/what-does-moringa-do-for-your-body-complete-guide-2026,https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,301,97,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/what-does-moringa-do-for-your-body-complete-guide-2026 -> 200:https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,200,https://nutrithrive.com.au/blog/how-to-add-moringa-to-diet,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-australia-2026,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,301,100,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-australia-2026 -> 200:https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,200,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-australia-2026.html,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,301,101,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-australia-2026.html -> 200:https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,200,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/best-moringa-powder-australia-2026-how-to-choose-top-superfoods-compare-brands-boost-wellness.html,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,301,104,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/best-moringa-powder-australia-2026-how-to-choose-top-superfoods-compare-brands-boost-wellness.html -> 200:https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,200,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/best-moringa-powder-australia-2026-how-to-choose-top-superfoods-compare-brands-boost-wellness,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,301,105,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/best-moringa-powder-australia-2026-how-to-choose-top-superfoods-compare-brands-boost-wellness -> 200:https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,200,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/natural-energy-boosters-australia-superfoods-2026.html,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,301,106,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/natural-energy-boosters-australia-superfoods-2026.html -> 200:https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,200,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/natural-energy-boosters-australia-superfoods-2026,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,301,107,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/natural-energy-boosters-australia-superfoods-2026 -> 200:https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,200,https://nutrithrive.com.au/blog/moringa-vs-spirulina-vs-matcha-comparison-australia,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-powder-benefits-uses-how-to-choose-best-one-australia-2026.html,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,301,108,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-powder-benefits-uses-how-to-choose-best-one-australia-2026.html -> 200:https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,200,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-powder-benefits-uses-how-to-choose-best-one-australia-2026,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,301,109,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-powder-benefits-uses-how-to-choose-best-one-australia-2026 -> 200:https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,200,https://nutrithrive.com.au/blog/how-to-choose-moringa-powder-australia-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/ultimate-guide-moringa-curry-leaves-australia-2026.html,https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,301,110,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/ultimate-guide-moringa-curry-leaves-australia-2026.html -> 200:https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,200,https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/ultimate-guide-moringa-curry-leaves-australia-2026,https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,301,111,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/ultimate-guide-moringa-curry-leaves-australia-2026 -> 200:https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,200,https://nutrithrive.com.au/blog/nutrithrive-dried-curry-leaves-tradition-health,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/is-moringa-banned-australia-truth-2026.html,https://nutrithrive.com.au/404.html,410,117,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/is-moringa-banned-australia-truth-2026.html,https://nutrithrive.com.au/blog/is-moringa-banned-australia-truth-2026.html,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/is-moringa-banned-australia-truth-2026,https://nutrithrive.com.au/404.html,410,118,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/is-moringa-banned-australia-truth-2026,https://nutrithrive.com.au/blog/is-moringa-banned-australia-truth-2026,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/is-moringa-banned-in-australia.html,https://nutrithrive.com.au/404.html,410,119,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/is-moringa-banned-in-australia.html,https://nutrithrive.com.au/blog/is-moringa-banned-in-australia.html,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/is-moringa-banned-in-australia,https://nutrithrive.com.au/404.html,410,120,YES,2026-09-15T10:39:50+00:00,SUCCESS,,410,0,410:https://nutrithrive.com.au/blog/is-moringa-banned-in-australia,https://nutrithrive.com.au/blog/is-moringa-banned-in-australia,410,https://nutrithrive.com.au/404,"noindex, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-benefits-women-hormones-energy-skin-2026,https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,301,121,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-benefits-women-hormones-energy-skin-2026 -> 200:https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,200,https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-benefits-women-hormones-energy-skin-2026.html,https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,301,122,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-benefits-women-hormones-energy-skin-2026.html -> 200:https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,200,https://nutrithrive.com.au/blog/moringa-benefits-for-women-comprehensive-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026.html,https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,301,125,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026.html -> 200:https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,200,https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026.html,200,126,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,200,https://nutrithrive.com.au/blog/moringa-and-berberine-australia-what-science-says-2026,"index, follow",,YES,YES,9,tracked content file,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work.html,https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,301,129,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work.html -> 200:https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,200,https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work.html,200,130,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,200,https://nutrithrive.com.au/blog/moringa-patches-australia-review-do-they-work,"index, follow",,YES,YES,91,tracked content file,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026.html,https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,301,133,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026.html -> 200:https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,200,https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026.html,200,134,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,200,https://nutrithrive.com.au/blog/rosabella-moringa-reviews-legit-or-overhyped-2026,"index, follow",,YES,YES,19,tracked content file,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026.html,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,301,137,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026.html -> 200:https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,200,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026.html,200,138,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,200,https://nutrithrive.com.au/blog/cortisol-cocktail-trend-explained-moringa-2026,"index, follow",,YES,YES,10,tracked content file,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026.html,https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,301,141,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026.html -> 200:https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,200,https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026.html,200,142,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,200,https://nutrithrive.com.au/blog/ag1-alternative-australia-moringa-comparison-2026,"index, follow",,YES,YES,9,tracked content file,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026.html,https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,301,145,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026.html -> 200:https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,200,https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026.html,200,146,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,200,https://nutrithrive.com.au/blog/iron-deficiency-australian-women-symptoms-plant-based-sources-2026,"index, follow",,YES,YES,21,tracked content file,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026.html,https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,301,149,YES,2026-09-15T10:39:50+00:00,SUCCESS,,301,1,301:https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026.html -> 200:https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,200,https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,"index, follow",,YES,NO,0,redirect rule only,,Read-only verification; no redirect changed.
https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026.html,200,150,YES,2026-09-15T10:39:50+00:00,SUCCESS,,200,0,200:https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,200,https://nutrithrive.com.au/blog/glp-1-ozempic-nutrition-gaps-what-to-eat-2026,"index, follow",,YES,YES,7,tracked content file,,Read-only verification; no redirect changed.
